Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Australia,AUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,200.002,198.798,203.462,202.321,209.649,207.719,206.017,206.312,209.074,206.54,208.404,197.854,194.629,192.445,196.527,189.264,185.174,177.922,174.411,169.627,165.101,160.651,157.037,148.866,145.949,142.197,136.863,136.153,132.62,130.181,123.909,118.765,116.619,112.781,112.34,108.991,107.828,104.412,103.662,101.034,97.967,93.803,90.81,89.049,86.334,85.445,82.954,84.731,81.993,81.777,78.636,78.273,,,,,
Austria,AUT,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,215.263,205.875,206.275,201.23,199.546,202.429,201.227,202.527,202.723,202.263,206.058,205.93,206.936,197.095,199.838,200.71,198.504,199.746,200.74,200.945,196.753,195.014,194.749,193.896,190.115,181.013,175.19,167.726,161.955,160.399,155.025,157.502,152.872,149.693,145.736,145.057,140.373,134.972,131.697,125.992,126.288,122.852,119.923,115.829,114.44,111.396,105.736,104.203,99.627,102.95,100.294,94.337,91.344,89.368,85.631,,
Azerbaijan,AZE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,211.144,206.727,202.309,198.542,194.776,191.009,187.242,183.475,180.942,178.409,175.875,173.342,170.809,173.095,175.382,177.668,179.955,182.241,183.486,184.731,185.977,187.222,188.467,186.782,185.097,183.413,181.728,180.043,197.389,214.735,232.081,249.427,266.773,261.705,256.637,251.57,246.502,241.434,234.596,227.758,220.92,214.082,207.244,204.095,200.946,197.796,194.647,191.498,189.073,186.648,184.223,181.798,179.373,178.785,178.197,177.61,
Burundi,BDI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,469.175,465.763,462.35,459.006,455.661,452.317,448.973,445.628,444.056,442.484,440.912,439.34,437.768,432.895,428.023,423.151,418.279,413.407,410.604,407.801,404.999,402.196,399.394,397.122,394.85,392.578,390.306,388.034,391.536,395.039,398.541,402.043,405.546,400.644,395.742,390.841,385.939,381.037,381.319,381.601,381.883,382.164,382.446,379.053,375.661,372.268,368.875,365.482,359.543,353.603,347.664,341.724,335.785,331.216,326.648,322.079,
Belgium,BEL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,209.304,200.353,201.733,203.094,200.216,203.916,195.774,196.98,198.983,199.271,194.035,192.395,193.861,189.712,181.337,182.274,182.113,178.309,180.55,176.354,174.519,167.993,166.675,165.371,159.472,157.056,152.375,149.779,144.164,141.117,138.654,138.299,135.472,136.602,136.398,136.862,132.411,131.231,129.01,131.756,130.295,128.108,124.795,122.531,116.553,114.389,110.936,109.256,111.642,107.226,102.017,100.339,98.987,94.237,91.354,89.284,
Benin,BEN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,473.237,469.18,465.123,461.133,457.143,453.153,449.163,445.173,442.136,439.098,436.061,433.023,429.985,427.168,424.352,421.535,418.718,415.901,413.308,410.716,408.123,405.531,402.938,391.017,379.097,367.176,355.255,343.334,333.244,323.155,313.065,302.975,292.885,298.047,303.209,308.371,313.533,318.695,317.305,315.915,314.525,313.135,311.746,306.42,301.095,295.77,290.445,285.12,283.036,280.953,278.869,276.786,274.703,272.355,270.008,267.661,
Burkina Faso,BFA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,543.058,536.847,530.636,524.746,518.855,512.965,507.074,501.183,494.945,488.707,482.469,476.231,469.993,461.204,452.414,443.625,434.836,426.047,410.306,394.566,378.825,363.084,347.344,346.792,346.24,345.688,345.136,344.584,347.923,351.262,354.602,357.941,361.28,363.839,366.398,368.957,371.516,374.075,369.035,363.995,358.956,353.916,348.876,341.156,333.435,325.715,317.995,310.275,305.533,300.79,296.047,291.305,286.562,282.765,278.968,275.17,
Bangladesh,BGD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,287.786,283.316,278.847,274.735,270.623,266.512,262.4,258.288,257.081,255.873,254.666,253.458,252.251,246.681,241.111,235.542,229.972,224.403,221.984,219.566,217.147,214.729,212.31,210.265,208.22,206.176,204.131,202.086,200.248,198.409,196.571,194.732,192.894,190.703,188.513,186.322,184.132,181.942,179.861,177.781,175.701,173.621,171.541,169.974,168.407,166.841,165.274,163.707,162.277,160.847,159.417,157.987,156.557,154.12,151.683,149.245,
Bulgaria,BGR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,164.938,162.435,165.986,159.618,154.488,151.941,155.165,164.552,160.668,169.163,159.814,172.981,172.606,164.524,169.469,177.643,173.613,185.61,184.761,191.368,189.866,188.381,197.424,198.215,202.751,210.525,208.622,206.571,210.298,217.95,219.326,212.529,229.761,240.436,246.884,245.326,238.237,244.314,241.743,222.568,224.896,222.531,218.314,216.006,216.239,219.686,218.5,211.997,208.254,203.861,196.963,,,,,,
Bahrain,BHR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,325.037,312.423,299.809,289.795,279.781,269.767,259.754,249.74,241.882,234.024,226.166,218.308,210.45,204.312,198.173,192.034,185.895,179.757,174.993,170.23,165.466,160.703,155.939,152.242,148.545,144.848,141.151,137.453,134.376,131.299,128.221,125.144,122.066,119.172,116.278,113.384,110.49,107.596,104.639,101.682,98.726,95.769,92.812,90.633,88.455,86.276,84.097,81.919,81.023,80.127,79.231,78.336,77.44,76.447,75.454,74.46,
"Bahamas, The",BHS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,284.281,283.422,282.562,281.742,280.923,280.103,279.284,278.464,277.681,276.898,276.115,275.332,274.549,273.799,273.049,272.3,271.55,270.8,270.08,269.36,268.641,267.921,267.201,266.509,265.817,265.125,264.433,263.741,262.385,261.028,259.672,258.316,256.96,255.59,254.22,252.85,251.48,250.11,246.29,242.469,238.648,234.827,231.007,228.17,225.333,222.497,219.66,216.823,214.281,211.739,209.197,206.655,204.113,202.125,200.136,198.148,
Bosnia and Herzegovina,BIH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,247.839,245.509,243.179,240.819,238.458,236.097,233.737,231.376,228.578,225.781,222.984,220.186,217.389,214.448,211.507,208.565,205.624,202.683,202.316,201.949,201.582,201.215,200.848,199.092,197.335,195.579,193.822,192.066,203.188,214.31,225.431,236.553,247.675,232.518,217.362,202.206,187.049,171.893,168.29,164.687,161.084,157.481,153.878,151.408,148.939,146.47,144.001,141.531,139.815,138.099,136.382,134.666,132.95,131.244,129.538,127.833,
Belarus,BLR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,204.648,198.55,203.929,199.643,193.617,198.208,198.791,202.676,208.434,216.682,226.438,226.106,230.376,230.299,232.669,248.697,254.901,260.783,265.546,276.739,277.666,279.245,279.052,282.476,298.335,275.592,241.941,246.373,250.123,273.425,281.969,294.256,310.876,343.279,348.423,363.765,358.58,360.663,370.635,375.945,354.113,369.589,383.46,372.831,362.672,369.258,355.898,332.976,334.161,330.076,334.251,336.493,287.348,273.772,261.32,,
Belize,BLZ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,262.636,255.815,248.994,241.699,234.404,227.11,219.815,212.52,206.914,201.308,195.702,190.096,184.49,183.211,181.933,180.654,179.376,178.097,175.989,173.881,171.773,169.664,167.556,166.555,165.554,164.554,163.553,162.552,170.43,178.309,186.187,194.065,201.944,208.259,214.574,220.889,227.205,233.52,235.972,238.424,240.876,243.328,245.78,241.688,237.596,233.504,229.412,225.32,225.59,225.86,226.13,226.4,226.67,225.26,223.851,222.442,
Bermuda,BMU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,421.504,419.215,416.927,414.905,412.884,410.862,408.84,406.819,404.786,402.754,400.722,398.69,396.657,393.281,389.905,386.528,383.152,379.776,374.808,369.84,364.872,359.903,354.935,350.079,345.223,340.368,335.512,330.656,325.961,321.267,316.573,311.878,307.184,302.697,298.209,293.722,289.235,284.747,280.535,276.323,272.111,267.9,263.688,259.836,255.983,252.131,248.279,244.427,240.307,236.186,232.066,227.946,223.826,221.453,219.081,216.708,
Brazil,BRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,320.476,314.4,308.325,303.449,298.574,293.698,288.822,283.946,281.994,280.041,278.088,276.135,274.183,276.247,278.311,280.376,282.44,284.505,286.123,287.741,289.359,290.977,292.595,293.102,293.608,294.114,294.62,295.126,293.403,291.68,289.956,288.233,286.51,281.793,277.076,272.36,267.643,262.926,257.794,252.662,247.531,242.399,237.267,233.267,229.267,225.268,221.268,217.268,213.842,210.416,206.99,203.564,200.138,197.277,194.417,191.557,
Barbados,BRB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,294.136,289.485,284.835,280.508,276.181,271.854,267.527,263.2,259.183,255.165,251.148,247.131,243.114,239.391,235.668,231.945,228.222,224.499,221.054,217.609,214.164,210.719,207.274,204.091,200.907,197.724,194.54,191.357,188.418,185.479,182.54,179.601,176.662,173.951,171.24,168.529,165.818,163.107,160.608,158.109,155.61,153.111,150.612,148.31,146.007,143.705,141.402,139.1,136.983,134.866,132.75,130.633,128.516,126.983,125.449,123.916,
Brunei Darussalam,BRN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,262.789,258.09,253.39,248.923,244.455,239.988,235.52,231.053,226.939,222.825,218.711,214.598,210.484,206.705,202.926,199.147,195.368,191.589,188.125,184.661,181.197,177.734,174.27,171.1,167.931,164.761,161.592,158.422,155.527,152.632,149.736,146.841,143.945,141.304,138.663,136.021,133.38,130.738,128.332,125.925,123.518,121.111,118.704,116.513,114.322,112.131,109.94,107.749,104.291,100.833,97.374,93.916,90.458,87.612,84.767,81.922,
Bhutan,BTN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,602.098,597.089,592.08,587.234,582.389,577.544,572.699,567.854,559.373,550.892,542.412,533.931,525.45,515.985,506.519,497.053,487.588,478.122,470.028,461.933,453.839,445.745,437.651,429.732,421.814,413.896,405.978,398.059,389.502,380.945,372.388,363.832,355.275,346.786,338.298,329.81,321.322,312.834,304.866,296.899,288.931,280.963,272.996,265.481,257.967,250.452,242.938,235.423,231.46,227.497,223.534,219.571,215.608,212.674,209.74,206.807,
Botswana,BWA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,398.716,394.412,390.107,386.097,382.086,378.075,374.064,370.053,364.197,358.342,352.486,346.631,340.775,333.724,326.672,319.621,312.57,305.519,300.044,294.569,289.094,283.619,278.145,276.215,274.285,272.355,270.426,268.496,281.325,294.154,306.982,319.811,332.64,377.969,423.297,468.626,513.955,559.283,574.856,590.429,606.002,621.575,637.148,588.528,539.908,491.288,442.668,394.048,384.377,374.706,365.036,355.365,345.694,345.617,345.54,345.463,
Central African Republic,CAF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,523.5,518.782,514.064,508.265,502.466,496.667,490.868,485.069,477.001,468.932,460.864,452.796,444.728,437.005,429.282,421.558,413.835,406.112,402.929,399.747,396.564,393.381,390.198,391.8,393.401,395.003,396.604,398.206,405.812,413.419,421.025,428.631,436.238,447.605,458.972,470.339,481.706,493.073,500.271,507.468,514.666,521.864,529.061,522.162,515.263,508.363,501.464,494.565,484.792,475.019,465.246,455.473,445.7,434.19,422.681,411.171,
Canada,CAN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,192.904,190.738,191.176,191.777,191.411,192.071,193.638,193.087,189.657,190.275,187.213,186.366,187.999,189.682,188.245,184.981,181.097,179.822,176.137,171.143,164.047,159.253,152.953,148.802,142.362,142.101,139.795,135.683,131.234,130.055,127.265,124.692,123.388,123.608,119.139,118.514,113.634,109.329,105.582,104.092,100.968,99.42,96.861,96.894,94.67,94.328,91.915,91.701,89.926,87.745,85.408,81.369,,,,,
Central Europe and the Baltics,CEB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,200.0592042,197.1217769,199.4196172,197.1040965,192.1922082,193.1926058,193.1690138,198.6424787,200.7982426,205.8884958,205.1638374,209.5838297,204.7166945,206.8911082,207.2429723,214.0772897,218.5571397,224.0028778,229.435096,231.4340662,240.2670871,235.2163471,234.6248708,241.0794109,245.3469246,246.5168947,243.0800973,242.8333348,242.2081507,250.7073391,256.9847039,261.6227438,263.0494189,260.4293518,260.9148193,258.9166701,248.5350058,246.7825268,243.542763,238.6792381,229.1481422,223.6533802,219.1248917,216.201579,214.1605246,213.9029454,211.9304171,209.9293453,203.7057146,196.2994097,190.2660032,183.9725143,179.0823877,172.8539044,162.6812132,,
Switzerland,CHE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,178.541,180.71,184.109,185.156,176.231,168.052,171.055,166.476,167.929,168.343,166.294,162.011,159.283,152.144,150.469,153.598,149.911,149.943,149.744,146.73,144.903,143.998,144.593,140.489,135.582,132.053,130.017,130.331,127.245,127.467,126.578,129.772,126.065,119.258,118.927,117.641,108.849,107.096,104.051,97.263,99.349,94.508,92.024,90.369,87.127,83.978,80.433,78.37,75.404,75.978,71.01,68.462,66.947,66.923,63.425,,
Channel Islands,CHI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,183.374,182.651,181.927,180.527,179.127,177.726,176.326,174.925,173.797,172.668,171.539,170.411,169.282,167.169,165.055,162.942,160.828,158.715,155.543,152.371,149.198,146.026,142.854,140.282,137.71,135.137,132.565,129.993,126.96,123.927,120.895,117.862,114.829,112.308,109.787,107.266,104.744,102.223,99.147,96.07,92.994,89.917,86.841,84.064,81.288,78.512,75.736,72.96,71.493,70.027,68.561,67.094,65.628,64.362,63.096,61.83,
Chile,CHL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,311.105,309.326,307.547,304.441,301.336,298.23,295.124,292.018,289.496,286.974,284.452,281.93,279.408,274.265,269.121,263.977,258.834,253.69,248.558,243.425,238.292,233.16,228.027,222.95,217.874,212.797,207.72,202.643,196.8,190.957,185.115,179.272,173.429,168.322,163.216,158.11,153.003,147.897,144.477,141.058,137.639,134.22,130.8,127.716,124.631,121.546,118.462,115.377,112.496,109.614,106.733,103.852,100.97,98.257,95.543,92.829,
China,CHN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,516.966,515.08,513.194,475.825,438.456,401.088,363.719,326.35,309.594,292.837,276.08,259.324,242.567,231.844,221.122,210.399,199.676,188.953,185.675,182.397,179.118,175.84,172.562,169.245,165.929,162.612,159.296,155.98,155.378,154.777,154.175,153.574,152.973,151.483,149.993,148.503,147.013,145.523,140.199,134.875,129.552,124.228,118.904,117.165,115.425,113.686,111.947,110.207,108.594,106.981,105.368,103.755,102.142,100.295,98.448,96.601,
Cote d'Ivoire,CIV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,480.763,476.879,472.996,470.643,468.29,465.937,463.584,461.231,453.135,445.039,436.942,428.846,420.75,414.033,407.316,400.6,393.883,387.166,382.785,378.404,374.023,369.642,365.261,362.99,360.719,358.448,356.178,353.907,360.203,366.498,372.794,379.09,385.386,397.332,409.279,421.225,433.172,445.118,453.627,462.136,470.644,479.153,487.662,479.219,470.776,462.333,453.89,445.448,442.439,439.431,436.423,433.415,430.407,427.127,423.848,420.568,
Cameroon,CMR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,462.007,456.931,451.855,446.984,442.112,437.241,432.37,427.498,422.539,417.58,412.621,407.661,402.702,397.668,392.634,387.6,382.566,377.531,373.329,369.127,364.924,360.722,356.52,354.595,352.671,350.747,348.823,346.899,348.45,350.001,351.553,353.104,354.656,361.536,368.416,375.296,382.175,389.055,395.396,401.737,408.079,414.42,420.761,416.779,412.797,408.815,404.833,400.851,396.436,392.021,387.606,383.191,378.776,374.49,370.204,365.918,
"Congo, Dem. Rep.",COD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,470.33,467.851,465.372,462.292,459.211,456.131,453.05,449.97,445.963,441.956,437.949,433.942,429.935,428.017,426.099,424.181,422.263,420.345,417.23,414.115,410.999,407.884,404.769,402.673,400.577,398.481,396.385,394.29,391.718,389.147,386.576,384.004,381.433,382.766,384.1,385.434,386.767,388.101,382.336,376.57,370.805,365.04,359.275,352.01,344.745,337.48,330.215,322.95,317.671,312.391,307.112,301.832,296.552,293.124,289.696,286.268,
"Congo, Rep.",COG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,386.669,380.664,374.66,370.423,366.186,361.948,357.711,353.474,349.982,346.49,342.998,339.506,336.014,333.403,330.793,328.182,325.572,322.961,321.53,320.1,318.669,317.238,315.808,320.484,325.16,329.837,334.513,339.189,349.75,360.31,370.87,381.43,391.99,401.022,410.054,419.086,428.118,437.15,436.816,436.482,436.148,435.815,435.481,420.989,406.497,392.005,377.513,363.021,350.21,337.398,324.587,311.776,298.964,292.461,285.957,279.453,
Colombia,COL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,297.543,292.653,287.763,284.217,280.67,277.124,273.577,270.031,268.21,266.389,264.568,262.747,260.926,259.507,258.088,256.669,255.25,253.831,252.555,251.278,250.002,248.726,247.45,248.347,249.245,250.142,251.04,251.937,255.321,258.706,262.09,265.474,268.859,263.326,257.793,252.261,246.728,241.195,237.494,233.793,230.093,226.392,222.691,219.663,216.635,213.607,210.579,207.551,205.236,202.921,200.607,198.292,195.977,194.032,192.086,190.14,
Comoros,COM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,499.881,494.991,490.1,485.254,480.408,475.561,470.715,465.868,460.701,455.533,450.365,445.198,440.03,435.122,430.214,425.306,420.398,415.49,408.204,400.918,393.632,386.346,379.06,372.27,365.48,358.69,351.9,345.11,339.323,333.537,327.75,321.964,316.177,312.787,309.397,306.006,302.616,299.225,298.635,298.046,297.456,296.866,296.276,293.306,290.336,287.366,284.396,281.426,277.129,272.833,268.536,264.24,259.943,256.927,253.912,250.896,
Cabo Verde,CPV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,409.786,408.486,407.187,400.818,394.448,388.078,381.709,375.339,368.88,362.42,355.961,349.501,343.042,335.331,327.62,319.909,312.198,304.487,296.764,289.042,281.319,273.597,265.874,260.511,255.147,249.784,244.42,239.057,234.693,230.33,225.966,221.602,217.239,211.824,206.409,200.994,195.579,190.164,185.988,181.811,177.635,173.458,169.282,165.051,160.821,156.591,152.36,148.13,147.025,145.919,144.814,143.708,142.603,139.833,137.063,134.292,
Costa Rica,CRI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,231.533,222.459,213.385,208.699,204.012,199.326,194.639,189.952,187.892,185.831,183.77,181.709,179.649,178.764,177.879,176.994,176.109,175.224,169.662,164.101,158.54,152.979,147.417,144.832,142.247,139.662,137.077,134.492,133.821,133.15,132.479,131.808,131.137,130.54,129.943,129.347,128.75,128.154,127.631,127.108,126.586,126.063,125.54,125.008,124.476,123.944,123.412,122.879,122.066,121.253,120.44,119.627,118.814,116.471,114.128,111.784,
Caribbean small states,CSS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,261.096644,257.0774795,253.0136636,250.6794053,248.3215346,245.9888231,243.761372,241.5862952,240.2100708,238.7523861,237.1741858,235.6870096,234.0055896,232.0348043,230.0091139,227.9923411,225.7537756,223.6626484,223.0887807,222.5381573,221.9505989,221.2329296,220.4245925,220.7699463,221.1489237,221.603099,222.1415711,222.7415574,224.0841771,225.4869637,226.9441052,228.2339152,229.6130975,230.6935307,231.7633395,232.8144916,233.9787717,235.1303867,233.7795796,232.4237138,231.0685148,229.7316681,228.3705782,224.4533413,220.5244954,216.597055,212.711498,208.839431,206.1979034,203.5537922,200.9050697,198.3109806,195.7040569,194.457789,193.2307648,141.2610456,
Cuba,CUB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,220.763,213.405,206.047,198.399,190.751,183.103,175.455,167.807,164.649,161.492,158.334,155.177,152.02,152.225,152.431,152.636,152.842,153.047,151.677,150.307,148.937,147.567,146.196,146.502,146.808,147.113,147.419,147.725,148.025,148.325,148.625,148.925,149.226,147.209,145.192,143.176,141.159,139.143,137.445,135.748,134.05,132.353,130.656,128.034,125.413,122.791,120.17,117.549,116.649,115.749,114.85,113.95,113.05,111.161,109.272,107.383,
Curacao,CUW,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,248.814,245.421,242.029,238.751,235.473,232.195,228.917,225.638,224.139,222.639,221.139,219.639,218.14,213.405,208.67,203.935,199.2,194.465,191.396,188.327,185.258,182.189,179.12,177.743,176.366,174.989,173.612,172.235,172.065,171.895,171.725,171.555,171.385,172.67,173.955,175.24,176.525,177.81,177.608,177.406,177.205,177.003,176.802,173.343,169.884,166.425,162.966,159.507,155.977,152.447,148.917,145.387,141.858,139.846,137.834,135.822,
Cayman Islands,CYM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
